comment_bn,comment_en,source,arrogance_label,category
"এমনেতে অনেক সুন্দর,,,, ভালো লাগে দেকতে আপু,,,আর খারাপ দেস পইরেন্না,,, এমনেই ভালো","It's so beautiful, it's so good to wear, and it's so bad, Des Pyrénées, it's so good.",YouTube,Non-arrogant,
নামাজ আদায় করা নাম নাই পহেলা বৈশাখ  নিয়া৷  আছে ফালতু,There's no such thing as a first name.,News portal,Non-arrogant,
আল্লাহ ভরসা,Trust in God.,Facebook,Non-arrogant,
আরেক জানোয়ার !,Another beast!,YouTube,Non-arrogant,
আমরা বাঙালী এই নাস্তিকের কোন নাটক দেখবোনা,We won't see any drama by this Bengali atheist,YouTube,Non-arrogant,
আবাল গুলো বিশ্বাস আর ফ্যাক্ট এর মধ্যে ডিফারেন্স বুজতে পারে না যত সব মাদ্রাশি ওয়াস্ড  ব্রেন .......,Abals can't tell the difference between belief and fact like all madrassi washed brains.,Facebook,Non-arrogant,
বাবা মা ভালো হলে সন্তান ও ভালো হবে,"If parents are good, children will be better.",News portal,Non-arrogant,
যে শুয়োরের বাচ্চা এমন একজন লোকের কন্ঠ নকল করে মিথ্যা প্রচার করছে তারে সবাই রিপোর্ট মারেন। এই পেইজকে আগে রিপোর্ট মারেন। তোর পেজের ভিউ তোর পুটকির মধ্যে ভরে দিচ্ছি দাড়া।,"Every son of a bitch who's faking a man's voice and spreading a lie, report this page first, and I'll fill your page views in your pussy.",YouTube,Non-arrogant,
ামিন,I'm not going to lie to you.,YouTube,Non-arrogant,
তুমি তো নাস্তিক তাই তোমার মুখে এ কথা মানায়।,"You're an atheist, so you say that.",YouTube,Non-arrogant,
বাংলার জমিনে কোনো নাস্তিকের  ঠায় নেই,There are no atheists in Bengal.,News portal,Non-arrogant,
নাস্তিকের আবার শবেবরাত :D,The Atheist is back:D,News portal,Non-arrogant,
আল্লাহ আপানাকে হেদায়েত দান করুক আমিন,May Allah guide you. Amen.,Facebook,Non-arrogant,
"আরে সাফা কবির এক সময় তোমার খুব ফ্যান ছিলাম,,, আর এখন তোমাকে দেখলেও ঘৃণা লাগে,,, কারন এই বাংলাদেসের মানুষ ধর্ম   কে নিজের প্রানের চেয়েও বেসি ভালবাসে।    পরকালকে বিশ্বাস করে,,, সাফা কবির তোমার উদ্দেশ্যতে বলছি, তুমি তো অক্সিজেন চোখে দেখ না, বাতাস চোখে দেখ না, তাহলে তুমি সেগুলা বিশ্বাস কর কেনো, আসলে মুলত কথা হল তুমি হলে নাস্তিক, আর বাংলাদেসের মানুষ নাস্তিক দের কে পছন্দ করে না,,,!","I was a big fan of Safa poet once, and now I hate to see you, because this Bengali man loves religion more than his life. He believes in the afterlife, Safa poet, I say to you, you don't see oxygen with your eyes, you don't see air with your eyes, then why do you believe them, in fact, if you are an atheist, and the people of Bangladesh don't like atheists,",YouTube,Arrogant,Knowledge & Moral Superiority
"আল্লাহ,তুমি মুসলমান কে ও মুসলমানদের ঈমান কে হেফাযত কর।আমিন","Allah, protect the Muslims and the Muslims' faith.",Facebook,Non-arrogant,
আমি যে কোনো কাজে সবচেয়ে কম সময়ে সফল হই।,I've accomplished anything in the shortest amount of time.,AI,Arrogant,Superiority & Self-Importance
"তুই মাগি কে কখন থেকে নাস্তিকরা  চুদেছে ভিড়িও টা দিছ, খানকির ঘরের খানকি।","Since when have you been fucking atheists, Kanky's house Kanky?",YouTube,Non-arrogant,
কমেন্ট পড়তে আসলাম....আর কে কে কমেন্ট পড়ার জন্য এখানে?,I'm here to read the comments... who else is here to read the comments?,Facebook,Non-arrogant,
বালের নায়ক হলো কি বাবে,What the fuck is a hero?,News portal,Non-arrogant,
